filename,slug,indexStatus,action_taken
animatori-petreceri-copii-skye-afumati.md,animatori-petreceri-copii-skye-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-balotesti.md,animatori-petreceri-copii-skye-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-berceni.md,animatori-petreceri-copii-skye-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-bragadiru.md,animatori-petreceri-copii-skye-bragadiru,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-buftea.md,animatori-petreceri-copii-skye-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-cernica.md,animatori-petreceri-copii-skye-cernica,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-chiajna.md,animatori-petreceri-copii-skye-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-chitila.md,animatori-petreceri-copii-skye-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-ciocanesti.md,animatori-petreceri-copii-skye-ciocanesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-ciolpani.md,animatori-petreceri-copii-skye-ciolpani,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-ciorogarla.md,animatori-petreceri-copii-skye-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-clinceni.md,animatori-petreceri-copii-skye-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-copaceni.md,animatori-petreceri-copii-skye-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-corbeanca.md,animatori-petreceri-copii-skye-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-crevedia.md,animatori-petreceri-copii-skye-crevedia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-dascalu.md,animatori-petreceri-copii-skye-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-dobroesti.md,animatori-petreceri-copii-skye-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-domnesti.md,animatori-petreceri-copii-skye-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-dragomiresti-vale.md,animatori-petreceri-copii-skye-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-glina.md,animatori-petreceri-copii-skye-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-gradistea.md,animatori-petreceri-copii-skye-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-gruiu.md,animatori-petreceri-copii-skye-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-jilava.md,animatori-petreceri-copii-skye-jilava,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-joita.md,animatori-petreceri-copii-skye-joita,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-magurele.md,animatori-petreceri-copii-skye-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-mihailesti.md,animatori-petreceri-copii-skye-mihailesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-moara-vlasiei.md,animatori-petreceri-copii-skye-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-mogosoaia.md,animatori-petreceri-copii-skye-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-nuci.md,animatori-petreceri-copii-skye-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-otopeni.md,animatori-petreceri-copii-skye-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-pantelimon.md,animatori-petreceri-copii-skye-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-balotesti.md,animatori-petreceri-copii-skye-paw-patrol-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-baneasa.md,animatori-petreceri-copii-skye-paw-patrol-baneasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-buftea.md,animatori-petreceri-copii-skye-paw-patrol-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-ciorogarla.md,animatori-petreceri-copii-skye-paw-patrol-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-dobroesti.md,animatori-petreceri-copii-skye-paw-patrol-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-glina.md,animatori-petreceri-copii-skye-paw-patrol-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-gruiu.md,animatori-petreceri-copii-skye-paw-patrol-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-nuci.md,animatori-petreceri-copii-skye-paw-patrol-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-popesti-leordeni.md,animatori-petreceri-copii-skye-paw-patrol-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-sector-5.md,animatori-petreceri-copii-skye-paw-patrol-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-paw-patrol-tunari.md,animatori-petreceri-copii-skye-paw-patrol-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-peris.md,animatori-petreceri-copii-skye-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-petrachioaia.md,animatori-petreceri-copii-skye-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-popesti-leordeni.md,animatori-petreceri-copii-skye-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-sabareni.md,animatori-petreceri-copii-skye-sabareni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-sector-1.md,animatori-petreceri-copii-skye-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-sector-2.md,animatori-petreceri-copii-skye-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-sector-3.md,animatori-petreceri-copii-skye-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-sector-4.md,animatori-petreceri-copii-skye-sector-4,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-sector-5.md,animatori-petreceri-copii-skye-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-sector-6.md,animatori-petreceri-copii-skye-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-snagov.md,animatori-petreceri-copii-skye-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-stefanestii-de-jos.md,animatori-petreceri-copii-skye-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-tancabesti.md,animatori-petreceri-copii-skye-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-tartasesti.md,animatori-petreceri-copii-skye-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-tunari.md,animatori-petreceri-copii-skye-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-vidra.md,animatori-petreceri-copii-skye-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-skye-voluntari.md,animatori-petreceri-copii-skye-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-snagov-ilfov.md,animatori-petreceri-copii-snagov-ilfov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-1-decembrie.md,animatori-petreceri-copii-sonic-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-adunatii-copaceni.md,animatori-petreceri-copii-sonic-adunatii-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-afumati.md,animatori-petreceri-copii-sonic-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-balotesti.md,animatori-petreceri-copii-sonic-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-berceni.md,animatori-petreceri-copii-sonic-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-bragadiru.md,animatori-petreceri-copii-sonic-bragadiru,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-branesti.md,animatori-petreceri-copii-sonic-branesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-buftea.md,animatori-petreceri-copii-sonic-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-cernica.md,animatori-petreceri-copii-sonic-cernica,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-chiajna.md,animatori-petreceri-copii-sonic-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-chitila.md,animatori-petreceri-copii-sonic-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-ciocanesti.md,animatori-petreceri-copii-sonic-ciocanesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-ciolpani.md,animatori-petreceri-copii-sonic-ciolpani,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-ciorogarla.md,animatori-petreceri-copii-sonic-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-clinceni.md,animatori-petreceri-copii-sonic-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-copaceni.md,animatori-petreceri-copii-sonic-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-corbeanca.md,animatori-petreceri-copii-sonic-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-cornetu.md,animatori-petreceri-copii-sonic-cornetu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-crevedia.md,animatori-petreceri-copii-sonic-crevedia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-dascalu.md,animatori-petreceri-copii-sonic-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-dobroesti.md,animatori-petreceri-copii-sonic-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-domnesti.md,animatori-petreceri-copii-sonic-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-dragomiresti-vale.md,animatori-petreceri-copii-sonic-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-ganeasa.md,animatori-petreceri-copii-sonic-ganeasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-glina.md,animatori-petreceri-copii-sonic-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-gradistea.md,animatori-petreceri-copii-sonic-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-gruiu.md,animatori-petreceri-copii-sonic-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-jilava.md,animatori-petreceri-copii-sonic-jilava,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-joita.md,animatori-petreceri-copii-sonic-joita,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-magurele.md,animatori-petreceri-copii-sonic-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-mihailesti.md,animatori-petreceri-copii-sonic-mihailesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-moara-vlasiei.md,animatori-petreceri-copii-sonic-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-mogosoaia.md,animatori-petreceri-copii-sonic-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-nuci.md,animatori-petreceri-copii-sonic-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-otopeni.md,animatori-petreceri-copii-sonic-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-pantelimon.md,animatori-petreceri-copii-sonic-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-peris.md,animatori-petreceri-copii-sonic-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-petrachioaia.md,animatori-petreceri-copii-sonic-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-popesti-leordeni.md,animatori-petreceri-copii-sonic-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-sabareni.md,animatori-petreceri-copii-sonic-sabareni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-sector-1.md,animatori-petreceri-copii-sonic-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-sector-2.md,animatori-petreceri-copii-sonic-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-sector-3.md,animatori-petreceri-copii-sonic-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-sector-4.md,animatori-petreceri-copii-sonic-sector-4,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-sector-5.md,animatori-petreceri-copii-sonic-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-sector-6.md,animatori-petreceri-copii-sonic-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-snagov.md,animatori-petreceri-copii-sonic-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-stefanestii-de-jos.md,animatori-petreceri-copii-sonic-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-tancabesti.md,animatori-petreceri-copii-sonic-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-tartasesti.md,animatori-petreceri-copii-sonic-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-tunari.md,animatori-petreceri-copii-sonic-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-vidra.md,animatori-petreceri-copii-sonic-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-sonic-voluntari.md,animatori-petreceri-copii-sonic-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-1-decembrie.md,animatori-petreceri-copii-spider-man-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-baneasa.md,animatori-petreceri-copii-spider-man-baneasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-branesti.md,animatori-petreceri-copii-spider-man-branesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-buftea.md,animatori-petreceri-copii-spider-man-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-chitila.md,animatori-petreceri-copii-spider-man-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-ciorogarla.md,animatori-petreceri-copii-spider-man-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-copaceni.md,animatori-petreceri-copii-spider-man-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-corbeanca.md,animatori-petreceri-copii-spider-man-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-magurele.md,animatori-petreceri-copii-spider-man-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-mogosoaia.md,animatori-petreceri-copii-spider-man-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-otopeni.md,animatori-petreceri-copii-spider-man-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-pantelimon.md,animatori-petreceri-copii-spider-man-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-petrachioaia.md,animatori-petreceri-copii-spider-man-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-sector-1.md,animatori-petreceri-copii-spider-man-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-sector-2.md,animatori-petreceri-copii-spider-man-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-sector-3.md,animatori-petreceri-copii-spider-man-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-sector-6.md,animatori-petreceri-copii-spider-man-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spider-man-tunari.md,animatori-petreceri-copii-spider-man-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-1-decembrie.md,animatori-petreceri-copii-spiderman-1-decembrie,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-adunatii-copaceni.md,animatori-petreceri-copii-spiderman-adunatii-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-afumati.md,animatori-petreceri-copii-spiderman-afumati,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-balotesti.md,animatori-petreceri-copii-spiderman-balotesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-berceni.md,animatori-petreceri-copii-spiderman-berceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-bragadiru.md,animatori-petreceri-copii-spiderman-bragadiru,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-buftea.md,animatori-petreceri-copii-spiderman-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-cernica.md,animatori-petreceri-copii-spiderman-cernica,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-chiajna.md,animatori-petreceri-copii-spiderman-chiajna,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-chitila.md,animatori-petreceri-copii-spiderman-chitila,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-ciocanesti.md,animatori-petreceri-copii-spiderman-ciocanesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-ciolpani.md,animatori-petreceri-copii-spiderman-ciolpani,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-ciorogarla.md,animatori-petreceri-copii-spiderman-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-clinceni.md,animatori-petreceri-copii-spiderman-clinceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-copaceni.md,animatori-petreceri-copii-spiderman-copaceni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-corbeanca.md,animatori-petreceri-copii-spiderman-corbeanca,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-crevedia.md,animatori-petreceri-copii-spiderman-crevedia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-dascalu.md,animatori-petreceri-copii-spiderman-dascalu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-dobroesti.md,animatori-petreceri-copii-spiderman-dobroesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-domnesti.md,animatori-petreceri-copii-spiderman-domnesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-dragomiresti-vale.md,animatori-petreceri-copii-spiderman-dragomiresti-vale,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-glina.md,animatori-petreceri-copii-spiderman-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-gradistea.md,animatori-petreceri-copii-spiderman-gradistea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-gruiu.md,animatori-petreceri-copii-spiderman-gruiu,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-jilava.md,animatori-petreceri-copii-spiderman-jilava,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-joita.md,animatori-petreceri-copii-spiderman-joita,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-magurele.md,animatori-petreceri-copii-spiderman-magurele,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-mihailesti.md,animatori-petreceri-copii-spiderman-mihailesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-moara-vlasiei.md,animatori-petreceri-copii-spiderman-moara-vlasiei,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-mogosoaia.md,animatori-petreceri-copii-spiderman-mogosoaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-nuci.md,animatori-petreceri-copii-spiderman-nuci,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-otopeni.md,animatori-petreceri-copii-spiderman-otopeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-pantelimon.md,animatori-petreceri-copii-spiderman-pantelimon,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-peris.md,animatori-petreceri-copii-spiderman-peris,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-petrachioaia.md,animatori-petreceri-copii-spiderman-petrachioaia,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-popesti-leordeni.md,animatori-petreceri-copii-spiderman-popesti-leordeni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-sabareni.md,animatori-petreceri-copii-spiderman-sabareni,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-sector-1.md,animatori-petreceri-copii-spiderman-sector-1,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-sector-2.md,animatori-petreceri-copii-spiderman-sector-2,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-sector-3.md,animatori-petreceri-copii-spiderman-sector-3,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-sector-4.md,animatori-petreceri-copii-spiderman-sector-4,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-sector-5.md,animatori-petreceri-copii-spiderman-sector-5,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-sector-6.md,animatori-petreceri-copii-spiderman-sector-6,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-snagov.md,animatori-petreceri-copii-spiderman-snagov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-stefanestii-de-jos.md,animatori-petreceri-copii-spiderman-stefanestii-de-jos,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-tancabesti.md,animatori-petreceri-copii-spiderman-tancabesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-tartasesti.md,animatori-petreceri-copii-spiderman-tartasesti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-tunari.md,animatori-petreceri-copii-spiderman-tunari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-vidra.md,animatori-petreceri-copii-spiderman-vidra,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-spiderman-voluntari.md,animatori-petreceri-copii-spiderman-voluntari,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-tineretului-bucuresti.md,animatori-petreceri-copii-tineretului-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-titan-bucuresti.md,animatori-petreceri-copii-titan-bucuresti,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-tunari-ilfov.md,animatori-petreceri-copii-tunari-ilfov,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-ursul-baneasa.md,animatori-petreceri-copii-ursul-baneasa,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-ursul-buftea.md,animatori-petreceri-copii-ursul-buftea,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-ursul-ciolpani.md,animatori-petreceri-copii-ursul-ciolpani,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-ursul-ciorogarla.md,animatori-petreceri-copii-ursul-ciorogarla,hold,Completely rewritten via permuted ML-anti-doorway algorithm
animatori-petreceri-copii-ursul-glina.md,animatori-petreceri-copii-ursul-glina,hold,Completely rewritten via permuted ML-anti-doorway algorithm
